scenario,step,phase,phase_label,is_yellow,phase_duration,hw_bal_count,hw_bal_score,hw_bal_queue,hw_bal_wait,hw_kum_count,hw_kum_score,hw_kum_queue,hw_kum_wait,gch_count,gch_score,gch_queue,gch_wait,time_norm,is_peak,vehicles_served,avg_wait,queue_total
week1_0608,2147.756012,1,highway_yellow,1,3,5,4.5,0,0,8,7.5,0,0,5,4,4,65.5,0.298299446,1,18,51,4
week1_0608,2150.756012,2,gch_green,0,26.5758427,5,4.5,0,0,9,8.5,0,0,4,3,3,51,0.298716113,1,18,10,3
week1_0608,2177.331855,3,gch_yellow,1,3,6,5.5,1,2,15,14,7,11.14,0,0,0,0,0.302407202,1,21,10,8
week1_0608,2180.331855,0,highway_green,0,112.7796143,5,6,0,0,16,16.2,5,10,0,0,0,0,0.302823869,1,21,61.5,5
week1_0608,2293.111469,1,highway_yellow,1,3,4,4,0,0,6,5.5,0,0,2,2,2,61.5,0.318487704,1,12,60,2
week1_0608,2296.111469,2,gch_green,0,26.5758427,4,4,0,0,7,6.5,0,0,1,1,1,60,0.318904371,1,12,14.33,1
week1_0608,2322.687312,3,gch_yellow,1,3,5,5,2,13,13,13,4,15,0,0,0,0,0.32259546,1,18,6.25,6
week1_0608,2325.687312,0,highway_green,0,112.7796143,4,4.5,0,0,13,14.2,3,8.33,1,1,1,0,0.323012127,1,18,88.33,4
week1_0608,2438.466926,1,highway_yellow,1,3,1,1,0,0,9,9,0,0,5,4,3,88.33,0.338675962,1,15,59,3
week1_0608,2441.466926,2,gch_green,0,26.5758427,5,5.7,0,0,9,9,0,0,5,4,3,59,0.339092629,1,19,13.75,3
week1_0608,2468.042769,3,gch_yellow,1,3,6,6.7,1,14,16,15.5,7,13.71,0,0,0,0,0.342783718,1,22,12.4,8
week1_0608,2471.042769,0,highway_green,0,112.7796143,5,5.7,0,0,16,16.7,5,12.4,0,0,0,0,0.343200385,1,21,16.5,5
week1_0608,2583.822383,1,highway_yellow,1,3,2,2,0,0,9,9,0,0,2,2,2,16.5,0.35886422,1,13,10,2
week1_0608,2586.822383,2,gch_green,0,26.5758427,2,2,0,0,10,9.5,0,0,2,2,1,10,0.359280887,1,14,18.33,1
week1_0608,2613.398226,3,gch_yellow,1,3,5,5.5,1,24,15,15,8,17.62,0,0,0,0,0.362971976,1,20,15.43,9
week1_0608,2616.398226,0,highway_green,0,112.7796143,5,6,0,0,16,17.2,6,18,1,0.5,1,0,0.363388643,1,22,54.75,7
week1_0608,2729.17784,1,highway_yellow,1,3,3,3,0,0,9,8.5,0,0,4,3,4,54.75,0.379052478,1,16,46.33,4
week1_0608,2732.17784,2,gch_green,0,26.5758427,3,3,0,0,10,9.5,0,0,4,3,3,46.33,0.379469144,1,17,13.14,3
week1_0608,2758.753683,3,gch_yellow,1,3,7,7,1,26,14,13.5,6,11,1,1,0,0,0.383160234,1,22,7.8,7
week1_0608,2761.753683,0,highway_green,0,112.7796143,5,4.5,0,0,15,15.7,5,7.8,1,1,0,0,0.3835769,1,21,88.5,5
week1_0608,2874.533297,1,highway_yellow,1,3,3,2.5,0,0,9,8.5,0,0,3,3,2,88.5,0.399240736,1,15,37,2
week1_0608,2877.533297,2,gch_green,0,26.5758427,2,1.5,0,0,10,9.5,0,0,2,2,2,37,0.399657402,1,14,13.67,2
week1_0608,2904.10914,3,gch_yellow,1,3,5,5,1,2,16,15.5,8,15.12,0,0,0,0,0.403348492,1,21,11.25,9
week1_0608,2907.10914,0,highway_green,0,112.7796143,6,5.5,0,0,16,16.7,7,12.86,1,1,1,0,0.403765158,1,23,66.75,8
week1_0608,3019.888754,1,highway_yellow,1,3,4,4,0,0,7,7,0,0,4,3,4,66.75,0.419428994,1,15,60.33,4
week1_0608,3022.888754,2,gch_green,0,26.5758427,4,4,0,0,7,7,0,0,4,3,3,60.33,0.41984566,1,15,13.83,3
week1_0608,3049.464597,3,gch_yellow,1,3,7,7.5,2,19,13,13,4,11.25,0,0,0,0,0.42353675,1,20,6.67,6
week1_0608,3052.464597,0,highway_green,0,112.7796143,7,8.5,0,0,13,14.2,3,6.67,0,0,0,0,0.423953416,1,20,43,3
week1_0608,3165.244211,1,highway_yellow,1,3,6,6.2,0,0,8,8,0,0,2,2,2,43,0.439617252,1,16,5,2
week1_0608,3168.244211,2,gch_green,0,26.5758427,6,6.2,0,0,8,8,0,0,1,1,1,5,0.440033918,1,15,16.17,1
week1_0608,3194.820054,3,gch_yellow,1,3,9,9.7,5,19,15,15,7,14.14,0,0,0,0,0.443725008,1,24,12.7,12
week1_0608,3197.820054,0,highway_green,0,112.7796143,7,7.5,4,15.5,16,16.7,5,13,1,0.5,1,0,0.444141674,1,24,51.25,10
week1_0608,3310.599668,1,highway_yellow,1,3,4,4,0,0,9,8.5,0,0,4,3,4,51.25,0.459805509,1,17,41.67,4
week1_0608,3313.599668,2,gch_green,0,26.5758427,4,4,0,0,10,9.5,0,0,4,3,3,41.67,0.460222176,1,18,13.25,3
week1_0608,3340.175511,3,gch_yellow,1,3,7,7.5,3,9.67,15,14.5,5,15.4,0,0,0,0,0.463913265,1,22,14.25,8
week1_0608,3343.175511,0,highway_green,0,112.7796143,5,5,1,13,16,16.7,3,14.67,0,0,0,0,0.464329932,1,21,59,4
week1_0608,3455.955125,1,highway_yellow,1,3,3,3.5,0,0,8,8,0,0,2,2,2,59,0.479993767,1,13,57,2
week1_0608,3458.955125,2,gch_green,0,26.5758427,3,3.5,0,0,9,9,0,0,1,1,1,57,0.480410434,1,13,13.12,1
week1_0608,3485.530968,3,gch_yellow,1,3,3,3.5,2,11.5,13,13,6,13.67,0,0,0,0,0.484101523,1,16,7.86,8
week1_0608,3488.530968,0,highway_green,0,112.7796143,2,1.5,0,0,13,13.7,6,9.17,1,0.5,1,0,0.48451819,1,16,81.25,7
week1_0608,3601.310582,1,highway_yellow,1,3,3,3.5,0,0,7,6.5,0,0,9,10.4,8,81.25,0.500182025,1,19,83.14,8
week1_0608,3604.310582,2,gch_green,0,26.5758427,4,4.5,0,0,7,6.5,0,0,10,11.4,7,83.14,0.500598692,1,21,10.67,7
week1_0608,3630.886425,3,gch_yellow,1,3,6,6,3,8.67,14,13.5,6,11.67,0,0,0,0,0.504289781,1,20,8.5,9
week1_0608,3633.886425,0,highway_green,0,112.7796143,4,3.5,1,6,15,15.7,5,9,0,0,0,0,0.504706448,1,19,12.33,6
week1_0608,3746.666039,1,highway_yellow,1,3,5,5,0,0,10,9.5,1,4,2,2,2,16.5,0.520370283,1,17,5,3
week1_0608,3749.666039,2,gch_green,0,26.5758427,5,5,0,0,10,9.5,1,2,1,1,1,8,0.52078695,1,16,18.29,2
week1_0608,3776.241882,3,gch_yellow,1,3,6,6,1,24,14,13.5,6,17.33,1,0.5,0,0,0.524478039,1,21,11.17,7
week1_0608,3779.241882,0,highway_green,0,112.7796143,4,3.5,1,2,16,16.7,4,16.25,2,1,1,0,0.524894706,1,22,76.75,6
week1_0608,3892.021496,1,highway_yellow,1,3,5,4.5,0,0,8,7,0,0,4,3,4,76.75,0.540558541,1,17,68,4
week1_0608,3895.021496,2,gch_green,0,26.5758427,5,4.5,0,0,9,8,0,0,3,2.5,3,68,0.540975208,1,17,14.57,3
week1_0608,3921.597339,3,gch_yellow,1,3,6,5.5,1,5,16,15,6,16.17,1,1,0,0,0.544666297,1,23,12.6,7
week1_0608,3924.597339,0,highway_green,0,112.7796143,5,5,1,1,17,17.2,4,15.5,1,1,0,0,0.545082964,1,23,59.67,5
week1_0608,4037.376953,1,highway_yellow,1,3,4,4,0,0,7,7,0,0,4,3.5,3,59.67,0.560746799,1,15,39,3
week1_0608,4040.376953,2,gch_green,0,26.5758427,4,4,0,0,8,8,0,0,3,2.5,2,39,0.561163466,1,15,13.29,2
week1_0608,4066.952796,3,gch_yellow,1,3,5,5,2,14.5,13,13,5,12.8,0,0,0,0,0.564854555,1,18,7,7
week1_0608,4069.952796,0,highway_green,0,112.7796143,4,4.5,0,0,13,14.2,4,8.75,1,1,1,0,0.565271222,1,18,74.33,5
week1_0608,4182.73241,1,highway_yellow,1,3,1,1,0,0,8,7.5,0,0,3,2.5,3,74.33,0.580935057,1,12,67,3
week1_0608,4185.73241,2,gch_green,0,26.5758427,4,4.7,0,0,8,7.5,0,0,3,2.5,2,67,0.581351724,1,15,16.71,2
week1_0608,4212.308253,3,gch_yellow,1,3,6,6.7,1,18,16,15.5,6,16.5,0,0,0,0,0.585042813,1,22,12.4,7
week1_0608,4215.308253,0,highway_green,0,112.7796143,5,5.7,0,0,16,16.7,5,12.4,0,0,0,0,0.58545948,1,21,32.33,5
week1_0608,4328.087867,1,highway_yellow,1,3,2,2,0,0,9,9,0,0,3,2.5,3,32.33,0.601123315,1,14,9.5,3
week1_0608,4331.087867,2,gch_green,0,26.5758427,2,2,0,0,10,9.5,0,0,2,1.5,2,9.5,0.601539982,1,14,15,2
week1_0608,4357.66371,3,gch_yellow,1,3,5,5.5,1,24,14,13.5,8,13.88,0,0,0,0,0.605231071,1,19,11.71,9
week1_0608,4360.66371,0,highway_green,0,112.7796143,5,6,0,0,16,16.7,6,13.67,1,0.5,1,0,0.605647738,1,22,35.75,7
week1_0608,4473.443324,1,highway_yellow,1,3,3,2.5,0,0,10,9.5,1,1,3,2.5,3,47.33,0.621311573,1,16,19.67,4
week1_0608,4476.443324,2,gch_green,0,26.5758427,3,2.5,0,0,11,10.5,1,1,3,2.5,2,29,0.621728239,1,17,17,3
week1_0608,4503.019167,3,gch_yellow,1,3,7,6.5,2,15,16,16,7,17.57,0,0,0,0,0.625419329,1,23,14.33,9
week1_0608,4506.019167,0,highway_green,0,112.7796143,5,4.5,0,0,17,17.7,6,14.33,0,0,0,0,0.625835995,1,22,51.67,6
week1_0608,4618.798781,1,highway_yellow,1,3,4,4,0,0,8,8,0,0,3,2.5,3,51.67,0.641499831,1,15,47.5,3
week1_0608,4621.798781,2,gch_green,0,26.5758427,2,1.5,0,0,9,9,0,0,2,1.5,2,47.5,0.641916497,1,13,13.5,2
week1_0608,4648.374624,3,gch_yellow,1,3,5,5,1,6,14,13.5,5,15,0,0,0,0,0.645607587,1,19,7.67,6
week1_0608,4651.374624,0,highway_green,0,112.7796143,6,5.5,0,0,14,14.7,5,9.2,1,1,1,0,0.646024253,1,21,91,6
week1_0608,4764.154238,1,highway_yellow,1,3,4,4,0,0,8,8,0,0,4,3.5,3,91,0.661688089,1,16,91,3
week1_0608,4767.154238,2,gch_green,0,26.5758427,5,5,0,0,7,6.5,0,0,4,3.5,2,91,0.662104755,1,16,16.75,2
week1_0608,4793.730081,3,gch_yellow,1,3,8,8.5,3,20,14,14,5,14.8,0,0,0,0,0.665795845,1,22,12.6,8
week1_0608,4796.730081,0,highway_green,0,112.7796143,7,8,2,12,14,15.2,3,13,0,0,0,0,0.666212511,1,21,29.67,5
week1_0608,4909.509695,1,highway_yellow,1,3,6,6.2,0,0,8,8,0,0,3,2.5,3,29.67,0.681876347,1,17,13.67,3
week1_0608,4912.509695,2,gch_green,0,26.5758427,6,6.2,0,0,8,8,1,1,3,2.5,2,20,0.682293013,1,17,14.91,3
week1_0608,4939.085538,3,gch_yellow,1,3,9,9.7,6,15.83,14,13.5,5,13.8,0,0,0,0,0.685984103,1,23,10.56,11
week1_0608,4942.085538,0,highway_green,0,112.7796143,7,7.5,4,15.25,15,15.7,4,8.5,1,0.5,1,0,0.686400769,1,23,65.67,9
week1_0608,5054.865152,1,highway_yellow,1,3,4,4,0,0,9,8.5,0,0,3,2.5,3,65.67,0.702064604,1,16,57.5,3
week1_0608,5057.865152,2,gch_green,0,26.5758427,4,4,0,0,10,9.5,0,0,3,2.5,2,57.5,0.702481271,1,17,12.67,2
week1_0608,5084.440995,3,gch_yellow,1,3,6,6.5,2,8,15,14.5,7,14,1,1,0,0,0.70617236,1,22,14.6,9
week1_0608,5087.440995,0,highway_green,0,112.7796143,4,4,0,0,17,18.2,5,14.6,1,1,0,0,0.706589027,1,22,63.75,5
week1_0608,5200.220609,1,highway_yellow,1,3,3,3.5,0,0,8,7.5,0,0,4,3.5,4,63.75,0.722252862,1,15,51.67,4
week1_0608,5203.220609,2,gch_green,0,26.5758427,3,3.5,0,0,10,10,0,0,3,2.5,3,51.67,0.722669529,1,16,14.86,3
week1_0608,5229.796452,3,gch_yellow,1,3,3,3.5,2,10.5,14,14,5,16.6,0,0,0,0,0.726360618,1,17,11,7
week1_0608,5232.796452,0,highway_green,0,112.7796143,3,2.5,0,0,14,15.2,4,13.75,1,1.2,1,0,0.726777285,1,18,80.2,5
week1_0608,5345.576066,1,highway_yellow,1,3,3,3.5,0,0,9,9,0,0,5,5.7,5,80.2,0.74244112,1,17,79.75,5
week1_0608,5348.576066,2,gch_green,0,26.5758427,4,4.5,0,0,9,9,0,0,5,5.5,4,79.75,0.742857787,1,18,14.4,4
week1_0608,5375.151909,3,gch_yellow,1,3,5,5,2,11.5,15,14.5,8,15.12,1,0.5,0,0,0.746548876,1,21,15.33,10
week1_0608,5378.151909,0,highway_green,0,112.7796143,3,2.5,0,0,15,15.7,6,15.33,1,0.5,0,0,0.746965543,1,19,38.2,6
week1_0608,5490.931523,1,highway_yellow,1,3,5,5,0,0,10,9,2,1.5,3,2.5,3,62.67,0.762629378,1,18,31.67,5
week1_0608,5493.931523,2,gch_green,0,26.5758427,5,5,0,0,10,9,1,1,2,2,2,47,0.763046045,1,17,17.5,3
week1_0608,5520.507366,3,gch_yellow,1,3,6,6,1,20,15,14.5,7,17.14,0,0,0,0,0.766737134,1,21,9.89,8
week1_0608,5523.507366,0,highway_green,0,112.7796143,4,4,2,2,17,17.7,6,14.17,1,0.5,1,0,0.767153801,1,22,47.67,9
week1_0608,5636.28698,1,highway_yellow,1,3,5,4.5,0,0,8,7.5,0,0,4,3,3,47.67,0.782817636,1,17,30.5,3
week1_0608,5639.28698,2,gch_green,0,26.5758427,5,4.5,0,0,9,8.5,0,0,3,2.5,2,30.5,0.783234303,1,17,12,2
week1_0608,5665.862823,3,gch_yellow,1,3,6,5.5,1,5,15,14,6,13.17,0,0,0,0,0.786925392,1,21,9.6,7
week1_0608,5668.862823,0,highway_green,0,112.7796143,5,5,1,1,16,16.2,4,11.75,0,0,0,0,0.787342059,1,21,61,5
week1_0608,5781.642437,1,highway_yellow,1,3,4,4,0,0,6,5.5,0,0,2,2,2,61,0.803005894,1,12,58,2
week1_0608,5784.642437,2,gch_green,0,26.5758427,4,4,0,0,7,6.5,0,0,1,1,1,58,0.803422561,1,12,13.83,1
week1_0608,5811.21828,3,gch_yellow,1,3,5,5,2,14,13,13,4,13.75,0,0,0,0,0.80711365,1,18,6,6
week1_0608,5814.21828,0,highway_green,0,112.7796143,4,4.5,0,0,13,14.2,3,8,1,1,1,0,0.807530317,1,18,89.33,4
week1_0608,5926.997894,1,highway_yellow,1,3,1,1,0,0,9,9,0,0,5,4,3,89.33,0.823194152,1,15,88,3
week1_0608,5929.997894,2,gch_green,0,26.5758427,3,3.2,0,0,9,9,0,0,5,4,2,88,0.823610819,1,17,14.25,2
week1_0608,5956.573737,3,gch_yellow,1,3,6,6.7,1,18,16,15.5,7,13.71,0,0,0,0,0.827301908,1,22,10.14,8
week1_0608,5959.573737,0,highway_green,0,112.7796143,5,5.7,0,0,16,16.7,7,10.14,0,0,0,0,0.827718575,1,21,16,7
week1_0608,6072.353351,1,highway_yellow,1,3,2,2,0,0,9,8.5,0,0,2,2,2,16,0.84338241,1,13,5.5,2
week1_0608,6075.353351,2,gch_green,0,26.5758427,2,2,0,0,10,9,1,2,1,1,1,9,0.843799077,1,13,17.67,2
week1_0608,6101.929194,3,gch_yellow,1,3,5,5.5,1,21,15,14.5,8,17.25,0,0,0,0,0.847490166,1,20,14.57,9
week1_0608,6104.929194,0,highway_green,0,112.7796143,5,6,0,0,16,17.2,6,17,1,0.5,1,0,0.847906832,1,22,53.5,7
week1_0608,6217.708808,1,highway_yellow,1,3,2,1.5,0,0,9,8.5,0,0,4,3,4,53.5,0.863570668,1,15,45.33,4
week1_0608,6220.708808,2,gch_green,0,26.5758427,2,1.5,0,0,10,9.5,0,0,4,3,3,45.33,0.863987334,1,16,10.67,3
week1_0608,6247.284651,3,gch_yellow,1,3,6,5.5,1,5,14,13.5,5,11.8,1,1,0,0,0.867678424,1,21,6,6
week1_0608,6250.284651,0,highway_green,0,112.7796143,5,4.5,0,0,15,15.7,5,6,1,1,0,0,0.86809509,1,21,59.67,5
week1_0608,6363.064265,1,highway_yellow,1,3,4,4,0,0,7,6.5,0,0,3,3,3,59.67,0.883758926,1,14,38,3
week1_0608,6366.064265,2,gch_green,0,26.5758427,2,1.5,0,0,8,7.5,0,0,2,2,2,38,0.884175592,1,12,13.5,2
week1_0608,6392.640108,3,gch_yellow,1,3,5,5,1,11,14,13.5,5,14,0,0,0,0,0.887866682,1,19,8.8,6
week1_0608,6395.640108,0,highway_green,0,112.7796143,6,5.5,0,0,14,14.7,4,11,1,1,1,0,0.888283348,1,21,66.5,5
week1_0608,6508.419722,1,highway_yellow,1,3,4,4,0,0,7,7,0,0,4,3,4,66.5,0.903947184,1,15,60.33,4
week1_0608,6511.419722,2,gch_green,0,26.5758427,5,5,0,0,7,7,0,0,4,3,3,60.33,0.90436385,1,16,15.43,3
week1_0608,6537.995565,3,gch_yellow,1,3,8,8.5,3,20.33,13,13,4,11.75,0,0,0,0,0.90805494,1,21,9.75,7
week1_0608,6540.995565,0,highway_green,0,112.7796143,7,8,1,24,13,14.2,3,5,0,0,0,0,0.908471606,1,20,45.5,4
week1_0608,6653.775179,1,highway_yellow,1,3,6,6.2,0,0,9,9,0,0,2,2,2,45.5,0.924135442,1,17,6,2
week1_0608,6656.775179,2,gch_green,0,26.5758427,6,6.2,0,0,9,9,1,1,1,1,1,11,0.924552108,1,16,16.69,2
week1_0608,6683.351022,3,gch_yellow,1,3,9,9.7,5,19,16,16,8,15.25,0,0,0,0,0.928243197,1,25,13.64,13
week1_0608,6686.351022,0,highway_green,0,112.7796143,7,7.5,4,15.75,17,18.2,6,14.5,1,0.5,1,0,0.928659864,1,25,51.5,11
week1_0608,6799.130636,1,highway_yellow,1,3,4,4,0,0,9,8.5,0,0,4,3,4,51.5,0.944323699,1,17,42,4
week1_0608,6802.130636,2,gch_green,0,26.5758427,4,4,0,0,10,9.5,0,0,4,3,3,42,0.944740366,1,18,12.78,3
week1_0608,6828.706479,3,gch_yellow,1,3,7,7.5,3,10.67,15,14.5,6,13.83,0,0,0,0,0.948431455,1,22,16.25,9
week1_0608,6831.706479,0,highway_green,0,112.7796143,5,5,1,15,16,16.7,3,16.67,0,0,0,0,0.948848122,1,21,60.5,4
week1_0608,6944.486093,1,highway_yellow,1,3,3,3.5,0,0,8,8,0,0,2,2,2,60.5,0.964511957,1,13,55,2
week1_0608,6947.486093,2,gch_green,0,26.5758427,3,3.5,0,0,9,9,0,0,1,1,1,55,0.964928624,1,13,13.75,1
week1_0608,6974.061936,3,gch_yellow,1,3,3,3.5,2,10.5,13,13,6,14.83,0,0,0,0,0.968619713,1,16,10.67,8
week1_0608,6977.061936,0,highway_green,0,112.7796143,1,1,0,0,12,12,5,12.8,1,0.5,1,0,0.96903638,1,14,89,6
week1_0608,7089.84155,1,highway_yellow,1,3,0,0,0,0,0,0,0,0,1,0.5,1,89,0.984700215,1,1,0,1
week1_0608,7092.84155,2,gch_green,0,26.5758427,0,0,0,0,0,0,0,0,1,0.5,0,0,0.985116882,1,1,0,0
week1_0608,7119.417393,3,gch_yellow,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.988807971,1,0,0,0
