scenario,step,phase,phase_label,is_yellow,phase_duration,hw_bal_count,hw_bal_score,hw_bal_queue,hw_bal_wait,hw_kum_count,hw_kum_score,hw_kum_queue,hw_kum_wait,gch_count,gch_score,gch_queue,gch_wait,time_norm,is_peak,vehicles_served,avg_wait,queue_total
week2_1113,19051,0,highway_green,0,112.7796143,8,9.2,1,1,11,11.5,5,51,1,1,0,0,1,1,20,255,4
week2_1113,19169,1,highway_yellow,1,3,4,3.5,0,0,8,9,0,0,5,4.5,4,255,1,1,17,161,3
week2_1113,19172,2,gch_green,0,26.5758427,4,3.5,0,0,8,9,0,0,4,3.5,3,161,1,1,16,68,6
week2_1113,19198,3,gch_yellow,1,3,5,5,1,9,12,13,5,59,0,0,0,0,1,1,17,42,6
week2_1113,19201,0,highway_green,0,112.7796143,3,3,0,0,11,12,5,42,1,2,1,0,1,1,15,190,3
week2_1113,19319,1,highway_yellow,1,3,5,5.2,0,0,8,9,0,0,4,4.5,3,190,1,1,17,99,2
week2_1113,19322,2,gch_green,0,26.5758427,5,5.2,0,0,9,10,0,0,3,2.5,2,99,1,1,17,124,10
week2_1113,19348,3,gch_yellow,1,3,9,9.7,3,54,13,14,7,70,1,1,0,0,1,1,23,56,7
week2_1113,19351,0,highway_green,0,112.7796143,7,6.5,1,10,13,14.2,6,46,1,1,0,0,1,1,21,214,4
week2_1113,19469,1,highway_yellow,1,3,2,2,0,0,8,9,0,0,4,3.5,4,214,1,1,14,106,3
week2_1113,19472,2,gch_green,0,26.5758427,2,2,0,0,8,9,0,0,3,2.5,3,106,1,1,13,93,7
week2_1113,19498,3,gch_yellow,1,3,5,5,1,20,13,14.5,6,73,1,1,0,0,1,1,19,46,5
week2_1113,19501,0,highway_green,0,112.7796143,3,3,0,0,12,13.5,5,46,1,1,0,0,1,1,16,203,3
week2_1113,19619,1,highway_yellow,1,3,2,2,0,0,6,7,0,0,4,4,3,203,1,1,12,97,2
week2_1113,19622,2,gch_green,0,26.5758427,2,2,0,0,7,8,0,0,3,3,2,97,1,1,12,65,6
week2_1113,19648,3,gch_yellow,1,3,7,6.5,2,14,13,14,4,51,1,0.5,0,0,1,1,21,29,5
week2_1113,19651,0,highway_green,0,112.7796143,6,5.5,1,6,11,12,4,23,1,0.5,0,0,1,1,18,195,3
week2_1113,19769,1,highway_yellow,1,3,2,2,0,0,6,6.5,0,0,3,2.5,3,195,1,1,11,97,2
week2_1113,19772,2,gch_green,0,26.5758427,2,2,0,0,7,7.5,0,0,3,2.5,2,97,1,1,12,51,4
week2_1113,19798,3,gch_yellow,1,3,3,3,1,16,11,11.5,3,35,0,0,0,0,1,1,14,6,3
week2_1113,19801,0,highway_green,0,112.7796143,3,2.5,0,0,11,12.2,2,6,1,1,1,0,1,1,15,350,5
week2_1113,19919,1,highway_yellow,1,3,2,2,0,0,8,8.5,0,0,6,6.5,5,350,1,1,16,267,4
week2_1113,19922,2,gch_green,0,26.5758427,3,3,0,0,8,8.5,0,0,5,5.5,4,267,1,1,16,95,7
week2_1113,19948,3,gch_yellow,1,3,3,3,1,14,12,12.5,6,81,0,0,0,0,1,1,15,45,4
week2_1113,19951,0,highway_green,0,112.7796143,2,2,0,0,12,12.5,4,45,0,0,0,0,1,1,14,164,3
week2_1113,20069,1,highway_yellow,1,3,5,6.7,0,0,5,5,0,0,3,2.5,3,164,1,1,13,95,2
week2_1113,20072,2,gch_green,0,26.5758427,5,6.7,0,0,7,8,0,0,3,2.5,2,95,1,1,15,127,10
week2_1113,20098,3,gch_yellow,1,3,8,9.7,5,60,12,12.5,5,67,1,1,0,0,1,1,21,51,6
week2_1113,20101,0,highway_green,0,112.7796143,6,7.2,3,20,10,10.5,3,31,1,1,0,0,1,1,17,231,4
week2_1113,20219,1,highway_yellow,1,3,3,3.5,0,0,6,5.5,0,0,4,3.5,4,231,1,1,13,131,3
week2_1113,20222,2,gch_green,0,26.5758427,3,3.5,0,0,6,5.5,0,0,3,2.5,3,131,1,1,12,87,6
week2_1113,20248,3,gch_yellow,1,3,4,4.5,2,33,11,11.5,4,54,0,0,0,0,1,1,15,20,3
week2_1113,20251,0,highway_green,0,112.7796143,2,2,0,0,12,12.7,3,20,0,0,0,0,1,1,14,137,3
week2_1113,20369,1,highway_yellow,1,3,2,2.5,0,0,7,6.5,0,0,3,2.5,3,137,1,1,12,71,2
week2_1113,20372,2,gch_green,0,26.5758427,3,3.5,0,0,8,7.5,0,0,3,2.5,2,71,1,1,14,87,7
week2_1113,20398,3,gch_yellow,1,3,5,5.5,2,19,13,13.5,5,68,0,0,0,0,1,1,18,39,6
week2_1113,20401,0,highway_green,0,112.7796143,3,3,0,0,11,11.5,5,39,1,2,1,0,1,1,15,188,3
week2_1113,20519,1,highway_yellow,1,3,4,4.5,0,0,5,5,0,0,3,4,3,188,1,1,12,98,2
week2_1113,20522,2,gch_green,0,26.5758427,3,3.5,0,0,5,5,0,0,3,2.5,2,98,1,1,11,56,6
week2_1113,20548,3,gch_yellow,1,3,4,4.5,3,22,10,11,3,34,1,1,0,0,1,1,15,13,3
week2_1113,20551,0,highway_green,0,112.7796143,2,2,1,4,9,10,2,9,1,1,0,0,1,1,12,212,3
week2_1113,20669,1,highway_yellow,1,3,6,5.5,0,0,5,5,0,0,5,4.5,3,212,1,1,16,116,2
week2_1113,20672,2,gch_green,0,26.5758427,7,6.5,0,0,6,5.5,0,0,4,3.5,2,116,1,1,17,94,8
week2_1113,20698,3,gch_yellow,1,3,7,7,4,40,12,12.5,4,54,0,0,0,0,1,1,19,43,6
week2_1113,20701,0,highway_green,0,112.7796143,6,6,3,21,12,12.7,3,22,0,0,0,0,1,1,18,82,2
week2_1113,20819,1,highway_yellow,1,3,4,4,0,0,7,7,0,0,2,2,2,82,1,1,13,42,1
week2_1113,20822,2,gch_green,0,26.5758427,4,4,0,0,7,6.5,0,0,1,1,1,42,1,1,12,63,7
week2_1113,20848,3,gch_yellow,1,3,8,9.2,3,20,12,12.5,4,43,1,1,0,0,1,1,21,21,3
week2_1113,20851,0,highway_green,0,112.7796143,7,8.2,1,5,10,10.5,2,16,1,1,0,0,1,1,18,264,4
week2_1113,20969,1,highway_yellow,1,3,5,4,0,0,7,7.5,0,0,6,5,4,264,1,1,18,169,3
week2_1113,20972,2,gch_green,0,26.5758427,5,4,0,0,7,7.5,0,0,5,4,3,169,1,1,17,85,6
week2_1113,20998,3,gch_yellow,1,3,6,5.5,0,0,12,13.5,6,85,0,0,0,0,1,1,18,55,5
week2_1113,21001,0,highway_green,0,112.7796143,6,5.5,0,0,11,12.5,5,55,0,0,0,0,1,1,17,87,2
week2_1113,21119,1,highway_yellow,1,3,4,4.5,0,0,6,6.5,0,0,2,2,2,87,1,1,12,27,1
week2_1113,21122,2,gch_green,0,26.5758427,4,4.5,0,0,7,7.5,0,0,1,1,1,27,1,1,12,95,7
week2_1113,21148,3,gch_yellow,1,3,8,9,3,46,13,14,4,49,0,0,0,0,1,1,21,38,5
week2_1113,21151,0,highway_green,0,112.7796143,6,6,1,10,12,13.2,4,28,0,0,0,0,1,1,18,98,3
week2_1113,21269,1,highway_yellow,1,3,2,2,0,0,7,6.5,0,0,3,2.5,3,98,1,1,12,35,2
week2_1113,21272,2,gch_green,0,26.5758427,2,2,0,0,7,6.5,0,0,2,1.5,2,35,1,1,11,61,5
week2_1113,21298,3,gch_yellow,1,3,6,5.5,2,21,13,14,3,40,2,1.5,0,0,1,1,21,17,3
week2_1113,21301,0,highway_green,0,112.7796143,4,3.5,0,0,12,13,3,17,2,1.5,0,0,1,1,18,320,4
week2_1113,21419,1,highway_yellow,1,3,3,3,0,0,6,5.5,0,0,5,4.5,4,320,1,1,14,213,3
week2_1113,21422,2,gch_green,0,26.5758427,3,3,0,0,7,6.5,0,0,4,4,3,213,1,1,14,91,8
week2_1113,21448,3,gch_yellow,1,3,7,7,3,36,13,14,5,55,0,0,0,0,1,1,20,34,4
week2_1113,21451,0,highway_green,0,112.7796143,5,5,1,4,11,12,3,30,0,0,0,0,1,1,16,85,2
week2_1113,21569,1,highway_yellow,1,3,2,2,0,0,4,4,0,0,2,2,2,85,1,1,8,42,1
week2_1113,21572,2,gch_green,0,26.5758427,2,2,0,0,5,5,0,0,1,1,1,42,1,1,8,59,5
week2_1113,21598,3,gch_yellow,1,3,3,3,2,21,9,9,3,38,0,0,0,0,1,1,12,11,3
week2_1113,21601,0,highway_green,0,112.7796143,3,2.5,0,0,9,8.7,2,11,1,2,1,0,1,1,13,516,7
week2_1113,21719,1,highway_yellow,1,3,2,2,0,0,7,6.5,0,0,8,9,7,516,1,1,17,440,6
week2_1113,21722,2,gch_green,0,26.5758427,3,3,0,0,7,6.5,0,0,7,7,6,440,1,1,17,66,6
week2_1113,21748,3,gch_yellow,1,3,3,3,1,12,11,10.5,5,54,0,0,0,0,1,1,14,27,4
week2_1113,21751,0,highway_green,0,112.7796143,2,2,0,0,10,9.5,4,27,0,0,0,0,1,1,12,90,2
week2_1113,21869,1,highway_yellow,1,3,5,6.7,0,0,6,5.5,0,0,2,2,2,90,1,1,13,36,1
week2_1113,21872,2,gch_green,0,26.5758427,5,6.7,0,0,7,6.5,0,0,1,1,1,36,1,1,13,100,8
week2_1113,21898,3,gch_yellow,1,3,8,9.7,4,55,11,10.5,4,45,1,1,0,0,1,1,20,37,6
week2_1113,21901,0,highway_green,0,112.7796143,6,7.2,3,18,9,8.5,3,19,1,1,0,0,1,1,16,305,5
week2_1113,22019,1,highway_yellow,1,3,3,3.5,0,0,7,8,0,0,5,4,5,305,1,1,15,204,4
week2_1113,22022,2,gch_green,0,26.5758427,3,3.5,0,0,7,8,0,0,4,3,4,204,1,1,14,129,8
week2_1113,22048,3,gch_yellow,1,3,4,4.5,2,29,11,12,6,100,0,0,0,0,1,1,15,63,5
week2_1113,22051,0,highway_green,0,112.7796143,2,2,0,0,12,12.2,5,63,0,0,0,0,1,1,14,89,2
week2_1113,22169,1,highway_yellow,1,3,2,2.5,0,0,8,9,0,0,2,2,2,89,1,1,12,19,1
week2_1113,22172,2,gch_green,0,26.5758427,3,3.5,0,0,9,10,0,0,2,2,1,19,1,1,14,121,9
week2_1113,22198,3,gch_yellow,1,3,5,5.5,2,18,14,14.5,7,103,0,0,0,0,1,1,19,77,6
week2_1113,22201,0,highway_green,0,112.7796143,4,4.5,0,0,12,12.5,6,77,0,0,0,0,1,1,16,124,3
week2_1113,22319,1,highway_yellow,1,3,5,5.5,0,0,7,7.5,0,0,3,2.5,3,124,1,1,15,72,2
week2_1113,22322,2,gch_green,0,26.5758427,4,4.5,0,0,7,7.5,0,0,3,2,2,72,1,1,14,109,8
week2_1113,22348,3,gch_yellow,1,3,5,5.5,3,50,11,11.5,5,59,1,1,0,0,1,1,17,31,4
week2_1113,22351,0,highway_green,0,112.7796143,3,3.5,2,8,10,9.5,2,23,1,1,0,0,1,1,14,189,2
week2_1113,22469,1,highway_yellow,1,3,4,4,0,0,7,7.5,0,0,4,4,2,189,1,1,15,91,2
week2_1113,22472,2,gch_green,0,26.5758427,5,5,0,0,7,7.5,0,0,3,3,2,91,1,1,15,120,9
week2_1113,22498,3,gch_yellow,1,3,6,6,3,32,11,11.5,6,88,0,0,0,0,1,1,17,68,6
week2_1113,22501,0,highway_green,0,112.7796143,5,5,1,12,11,12.2,5,56,0,0,0,0,1,1,16,104,3
week2_1113,22619,1,highway_yellow,1,3,5,4.5,0,0,6,7,0,0,3,2.5,3,104,1,1,14,60,2
week2_1113,22622,2,gch_green,0,26.5758427,5,4.5,0,0,7,8,0,0,2,1.5,2,60,1,1,14,50,7
week2_1113,22648,3,gch_yellow,1,3,8,9.2,1,1,12,12.5,6,49,1,1,0,0,1,1,21,32,5
week2_1113,22651,0,highway_green,0,112.7796143,7,8.7,1,2,10,9.5,4,30,1,1,0,0,1,1,18,261,4
week2_1113,22769,1,highway_yellow,1,3,4,3.5,0,0,9,10,0,0,5,4.5,4,261,1,1,18,168,3
week2_1113,22772,2,gch_green,0,26.5758427,3,2.5,0,0,9,10,0,0,5,4.5,3,168,1,1,17,117,8
week2_1113,22798,3,gch_yellow,1,3,5,5,1,16,13,14,7,101,0,0,0,0,1,1,18,67,6
week2_1113,22801,0,highway_green,0,112.7796143,3,3,0,0,12,13,5,67,1,2,1,0,1,1,16,188,3
week2_1113,22919,1,highway_yellow,1,3,4,4,0,0,8,9,0,0,4,4.5,3,188,1,1,16,100,2
week2_1113,22922,2,gch_green,0,26.5758427,4,4,0,0,9,10,0,0,3,2.5,2,100,1,1,16,101,8
week2_1113,22948,3,gch_yellow,1,3,8,8.5,2,30,13,14,6,71,0,0,0,0,1,1,21,42,5
week2_1113,22951,0,highway_green,0,112.7796143,6,5.5,0,0,12,13.2,5,42,0,0,0,0,1,1,18,94,2
week2_1113,23069,1,highway_yellow,1,3,2,2,0,0,7,8,0,0,3,2.5,2,94,1,1,12,29,2
week2_1113,23072,2,gch_green,0,26.5758427,2,2,0,0,7,8,0,0,2,1.5,2,29,1,1,11,72,6
week2_1113,23098,3,gch_yellow,1,3,5,5,1,20,12,13.5,5,52,1,1,0,0,1,1,18,26,4
week2_1113,23101,0,highway_green,0,112.7796143,3,3,0,0,11,12.5,4,26,1,1,0,0,1,1,15,204,3
week2_1113,23219,1,highway_yellow,1,3,2,2,0,0,6,7,0,0,4,4,3,204,1,1,12,95,2
week2_1113,23222,2,gch_green,0,26.5758427,2,2,0,0,7,8,0,0,3,3,2,95,1,1,12,56,6
week2_1113,23248,3,gch_yellow,1,3,7,6.5,1,9,13,14,5,47,1,0.5,0,0,1,1,21,20,4
week2_1113,23251,0,highway_green,0,112.7796143,6,5.5,0,0,11,12,4,20,1,0.5,0,0,1,1,18,191,3
week2_1113,23369,1,highway_yellow,1,3,2,2,0,0,7,7.5,0,0,3,2.5,3,191,1,1,12,95,2
week2_1113,23372,2,gch_green,0,26.5758427,2,2,0,0,8,8.5,0,0,3,2.5,2,95,1,1,13,88,6
week2_1113,23398,3,gch_yellow,1,3,3,3,1,23,12,12.5,5,65,0,0,0,0,1,1,15,32,5
week2_1113,23401,0,highway_green,0,112.7796143,3,2.5,0,0,12,13.2,4,32,1,1,1,0,1,1,16,352,4
week2_1113,23519,1,highway_yellow,1,3,2,2,0,0,8,8.5,0,0,6,6.5,4,352,1,1,16,268,4
week2_1113,23522,2,gch_green,0,26.5758427,3,3,0,0,8,8.5,0,0,5,5.5,4,268,1,1,16,92,6
week2_1113,23548,3,gch_yellow,1,3,3,3,1,15,12,12.5,5,77,0,0,0,0,1,1,15,38,3
week2_1113,23551,0,highway_green,0,112.7796143,1,1,0,0,11,12,3,38,0,0,0,0,1,1,12,159,3
week2_1113,23669,1,highway_yellow,1,3,5,6.7,0,0,5,5,0,0,3,2.5,3,159,1,1,13,91,2
week2_1113,23672,2,gch_green,0,26.5758427,4,5.7,0,0,7,8,0,0,2,2,2,91,1,1,13,96,7
week2_1113,23698,3,gch_yellow,1,3,7,8.7,3,29,12,12.5,4,67,1,1,0,0,1,1,20,37,5
week2_1113,23701,0,highway_green,0,112.7796143,5,6,2,8,10,10.5,3,29,1,1,0,0,1,1,16,241,4
week2_1113,23819,1,highway_yellow,1,3,3,3.5,0,0,6,5.5,0,0,4,3.5,4,241,1,1,13,138,3
week2_1113,23822,2,gch_green,0,26.5758427,3,3.5,0,0,6,5.5,0,0,3,2.5,3,138,1,1,12,84,6
week2_1113,23848,3,gch_yellow,1,3,4,4.5,2,35,11,11.5,4,49,0,0,0,0,1,1,15,19,2
week2_1113,23851,0,highway_green,0,112.7796143,2,2,0,0,12,12.7,2,19,0,0,0,0,1,1,14,139,3
week2_1113,23969,1,highway_yellow,1,3,2,2.5,0,0,7,6.5,0,0,3,2.5,3,139,1,1,12,74,2
week2_1113,23972,2,gch_green,0,26.5758427,3,3.5,0,0,8,7.5,0,0,3,2.5,2,74,1,1,14,82,7
week2_1113,23998,3,gch_yellow,1,3,5,5.5,2,13,13,13.5,5,69,0,0,0,0,1,1,18,37,5
week2_1113,24001,0,highway_green,0,112.7796143,3,3,0,0,11,11.5,4,37,1,2,1,0,1,1,15,189,3
week2_1113,24119,1,highway_yellow,1,3,5,5,0,0,7,7.2,0,0,3,4,3,189,1,1,15,100,3
week2_1113,24122,2,gch_green,0,26.5758427,5,5,1,1,7,7.2,0,0,4,4.5,2,99,1,1,16,164,10
week2_1113,24148,3,gch_yellow,1,3,6,6,4,74,12,13.2,6,90,1,1,0,0,1,1,19,90,7
week2_1113,24151,0,highway_green,0,112.7796143,4,4.5,3,36,11,12,4,54,1,1,0,0,1,1,16,213,3
week2_1113,24269,1,highway_yellow,1,3,5,4.5,0,0,5,5,0,0,5,4.5,3,213,1,1,15,115,2
week2_1113,24272,2,gch_green,0,26.5758427,6,5.5,0,0,6,5.5,0,0,4,3.5,2,115,1,1,16,95,8
week2_1113,24298,3,gch_yellow,1,3,7,6.5,4,44,11,11.5,4,51,0,0,0,0,1,1,18,45,5
week2_1113,24301,0,highway_green,0,112.7796143,6,5.5,3,27,12,12.7,2,18,0,0,0,0,1,1,18,89,2
week2_1113,24419,1,highway_yellow,1,3,4,4,0,0,8,8,0,0,2,2,2,89,1,1,14,46,1
week2_1113,24422,2,gch_green,0,26.5758427,4,4,0,0,8,8,0,0,1,1,1,46,1,1,13,95,8
week2_1113,24448,3,gch_yellow,1,3,8,9.2,3,32,13,14,5,63,1,1,0,0,1,1,22,33,5
week2_1113,24451,0,highway_green,0,112.7796143,7,8.2,1,4,11,11.5,4,29,1,1,0,0,1,1,19,260,4
week2_1113,24569,1,highway_yellow,1,3,5,4,0,0,6,6.5,0,0,6,5,4,260,1,1,17,166,3
week2_1113,24572,2,gch_green,0,26.5758427,4,3,0,0,6,6.5,0,0,5,4,3,166,1,1,15,62,5
week2_1113,24598,3,gch_yellow,1,3,6,5.5,0,0,11,12.5,5,62,0,0,0,0,1,1,17,34,3
week2_1113,24601,0,highway_green,0,112.7796143,6,5.5,0,0,10,11.5,3,34,0,0,0,0,1,1,16,90,2
week2_1113,24719,1,highway_yellow,1,3,3,3.5,0,0,6,6.5,0,0,2,2,2,90,1,1,11,28,1
week2_1113,24722,2,gch_green,0,26.5758427,3,3.5,0,0,7,7.5,0,0,1,1,1,28,1,1,11,88,6
week2_1113,24748,3,gch_yellow,1,3,7,8,2,24,13,14,4,64,0,0,0,0,1,1,20,28,4
week2_1113,24751,0,highway_green,0,112.7796143,5,5,0,0,12,13.2,4,28,0,0,0,0,1,1,17,96,2
week2_1113,24869,1,highway_yellow,1,3,2,2,0,0,7,6.5,0,0,3,2.5,2,96,1,1,12,30,2
week2_1113,24872,2,gch_green,0,26.5758427,2,2,0,0,7,6.5,0,0,2,1.5,2,30,1,1,11,68,6
week2_1113,24898,3,gch_yellow,1,3,6,5.5,1,20,13,14,5,48,2,1.5,0,0,1,1,21,22,3
week2_1113,24901,0,highway_green,0,112.7796143,4,3.5,0,0,12,13,3,22,2,1.5,0,0,1,1,18,318,4
week2_1113,25019,1,highway_yellow,1,3,2,2,0,0,6,5.5,0,0,5,4.5,4,318,1,1,13,212,3
week2_1113,25022,2,gch_green,0,26.5758427,2,2,0,0,7,6.5,0,0,5,4.5,3,212,1,1,14,86,7
week2_1113,25048,3,gch_yellow,1,3,6,6,2,13,13,14,5,73,0,0,0,0,1,1,19,47,4
week2_1113,25051,0,highway_green,0,112.7796143,5,5,1,6,11,12,3,41,0,0,0,0,1,1,16,92,2
week2_1113,25169,1,highway_yellow,1,3,2,2,0,0,5,5,0,0,2,2,2,92,1,1,9,44,1
week2_1113,25172,2,gch_green,0,26.5758427,2,2,0,0,6,6,0,0,1,1,1,44,1,1,9,89,6
week2_1113,25198,3,gch_yellow,1,3,3,3,2,27,10,10,4,62,0,0,0,0,1,1,13,29,3
week2_1113,25201,0,highway_green,0,112.7796143,3,2.5,0,0,10,10,2,29,1,1,1,0,1,1,14,98,1
week2_1113,25319,1,highway_yellow,1,3,0,0,0,0,0,0,0,0,1,1,1,98,1,1,1,0,0
week2_1113,25322,2,gch_green,0,26.5758427,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
week2_1113,25348,3,gch_yellow,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
